pōstēn	pōstīn
potk	potk
poxtan	poxtan
pōy	pōy
pōzag	pōza
pūdag	pūda
puhl	pul
purr	purr
purs	purs
pursīdan	pursīdan
pus	pus
pusar	pusar
pušt	pušt
puštībān	puštībān
rā	rā
rad	rad
rād	rād
radag	rada
raftan	raftan
raftār	raftār
rag	rag
rah	rah
rāh	rāh
rāhdār	rāhdār
rahīg	rahī
rāhnimāy	rāhnumā
rām	rām
ramag	rama
rāmišn	rāmiš
rāmišnīg	rāmiš
rān	rān
rān	rān
rand	rand
randīdan	randīdan
rang	rang
ranǰ	ranǰ
ranǰwar	ranǰūr
ras	ras
rasan	rasan
rasīdan	rasīdan
rašn	rašn
rāst	rāst
rastag	rasta
rastan	rastan
raw	raw
rawāg	rawā
rawardīgān	farwardagān
rawišn	rawiš
rāy	rā
raz	raz
rāz	rāz
razm	razm
razmgāh	razmgāh
rēdak	rēdak
rēg	rēg
rēm	rēm
rēman	rēman
rēš	rēš
rēš	rēš
rēš	rēš
rēšag	rēša
rēšīdan	rēšīdan
rēxtan	rēxtan
rēz	rēz
rīdan	rīdan
rištag	rišta
ristāxēz	ristāxēz
riy	riy
rōb	rōb
rōbāh	rōbāh
rōd	rōd
rōd	rōd
rōdbār	rōdbār
rōɣn	rauɣan
rōšn	rōšan
rōšnaggar	rōšnaggar
rōspīg	rōspī
rōstāg	rōst
rōy	rōy
rōy	rōy
rōy	rōy
rōyan	rōyan
rōyēn	rōyīn
rōz	rōz
rōzag	rōza
rōzan	rōzan
rōzgār	rōzgār
rōzīg	rōzī
rōzšabān	šabānarōz
rubāy	rubāy
rubūdan	rubūdan
rustan	rustan
ruwān	ruwān
ruwānīg	ruwānī
ruzd	razd
šabīg	šab
šabīxōn	šabīxūn
sabuk	sabuk
sabz	sabz
sad	sad
šād	šād
sag	sag
sagr	sēr
šagr	šēr
šāh	šāh
šah šādurwān	šah šādurwān
šāhān šāh	šāhān šāh
šāhbalūt	šāhbalūt
šāhdānag	šāhdāna
šāhesprahm	šāhisparam
sahīg	sahī
sahm	sahm
sahmgēn	sahmgīn
šahr	šahr
šahrestān	šahrestān
šahrewar	šahrewar
šahryār	šahryār
šāhwār	šāhwār
šakar	šakar
sāl	sāl
sālag	sāla
sālār	sālār
šalwār	šalwār
šām	šām
sāmān	sāmān
šambalīdag	šambalīla
šambalīdag	šambalīd
samōr	samōr
šamšēr	šamšēr
sān	sān
šan	šan
šānag	šāna
sang	sang
sanǰ	sanǰ
sar	sar
sarāsar	sarāsar
sard	sard
sardsēr	sardsēr
sargēn	sargīn
šarm	šarm
sarmāg	sarmā
šarmgāh	šarmgāh
šarmgēn	šarmggīn
sarw	sarw
sās	sās
šaš	šaš
šast	šast
šaw	šaw
saxt	saxt
saxtan	saxtan
sāxtan	sāxtan
saxwan	suxan
sāy	sāy
šāy	šāy
sāyag	sāya
šāyēd	šāyad
šāyistan	šāyistan
saz	saz
sāz	sāz
sazāg	sazā
sazāgwār	sazāwār
šāzdah	šānzdah
sē	si
sēb	sēb
šēb	šēb
šēb	šēb
šēbāg	šēbā
šēd	šēd
sēǰ	sēǰ
sēǰōmand	sēǰōmand
sel	sel
sēm	sēm
sēnag	sīna
sepāy sepāy	sipā
šēwan	šēwan
seyom	seyom
sēzdah	sēzdah
sidīgar	sidigar
sīh	sī
sik	sik
šimšār	šimšār
šīr	šīr
šīrēn	šīrīn
šīšag	šīša
sīsīmbar	sīsambar
šiftālūg	šaftālū
škāftan	šikāftan
skandar	sikandar
škarw	šikarfdan
škarwīdan	šikarfdan
škastan	šikastan
škēbāg	šikēbā
škeft	šigift
škenn	šikan
ških	šikih
škōf	šukuftan
škōfag	šukōfa
škōh	šukōh
škuftan	šukuftan
šnāxtan	šināxtan
šnōšag	šunōša
sōg	sōy
sōgand	saugand
sōsan	sōsan
sōxtan	sōxtan
šōy	šōy
šōy	šōy
sōz	sōz
sōzāg	sōzā
sōzan	sōzan
spāh	sipāh
spāhbed	spāhbud
spandān	sipandān
spandarmad	isfandārmuδ
spar	sipar
spās	sipās
spāsdār	sipāsdār
spaxr	siparx
spazg	sipazg
spēd	sapēd
spēdag	spēda
spēdbāg	spēdbā
spēddār	spēddār
spihr	sipihr
spōxtan	sipōxtan
spōz	sipōz
spōzgār	spōzgār
sprahmag	siparham
spurdan	sipurdan
spurrīg	sipari
spurz	sipurz
srāy	sarāy
srešk	sirišk
srištan	sirištan
srōd	surōd
srōš	surōš
srū	surūn
srub	usrub
stabr	sitabr
stadan	sitadan
stahm	sitam
stambag	sitamba
stārag	sitāra
starwan	sitarwan
stāyīdan	sitāyīdan
stēr	sitēr
stēzag	sitēza
stō	sutōh
stōr	sutōr
stōrbān	stōrbān
stūdan	sitūdan
stūnag	sutūn
sturg	suturg
šubān	šubān
sūd	sūd
sudāb	sudāb
sūdan	sūdan
šudan	šudan
sūdōmand	sūdmand
suft	suft
suftan	suftan
sumb	sumb
sumb	sumb
sūr	sūr
sūrāx	sūrāx
sust	sust
šustan	šustan
suxr	surx
tā	tā
tab	tab
tāb	tāb
tābag	tāba
tabāh	tabāh
tabangōg	tabangō
tabarzad	tabarzad
tābestān	tābestān
tābīdan	tābīdan
tāftan	tāftan
tag	tag
tāg	tā
tāg	tā
tagarg	tagarg
tah	tah
takōk	takōk
talag	tala
tambūr	tambūr
tan	tan
tan	tan
tandrust	tandrust
tang	tang
tanīg	tanī
tanīhā	tanhā
tanōmand	tanōmand
tanuk	tanuk
tanūr	tanūr
tar	tar
tarāzūg	tarāzū
targ	targ
tārīg	tārīk.
tarmenišn	tarmaništ
tarr	tarr
tarrag	tarra
tars	tars
tars	tars
tarsāg	tarsā
tarsīdan	tarsīdan
tās	tās
tašt	tašt
tāwān	tāwān
taxl	talx
taxt	taxt
taxtag	taxta
tāxtan	tāxtan
taxtgāh	taxtgāh
tāz	tāz
tāzānag	tāzyāna
tāzīg	tāzī
tāzīg	tāzt
tēmār	tēmār
tērag	tēra
tēx	tēy
tēz	tēz
tēz	tēz
tigr	tīr
tīhōg	tīhū
tīr	tīr
tišnag	tišna
tištar	tištar
tō	tu
tōf	tō
tōhmag	tuxma
tom	tam
tōm	tuxm
tōrag	tōra
